0 128 640 5 5 0
1 2 a 3
29 104 c 1
29 51 d 4
29 37 e 4
30 31 a 0
30 31 b 1
30 23 c 0
30 53 d 4
30 13 e 3
31 32 a 3
31 32 b 4
31 51 c 2
31 50 d 0
31 43 e 2
32 33 a 2
32 33 b 1
32 95 c 2
32 116 d 4
32 22 e 0
33 34 a 3
33 34 b 3
33 70 c 1
33 103 d 0
33 41 e 0
34 35 a 1
34 35 b 2
34 19 c 1
34 29 d 1
34 3 e 2
35 36 a 1
35 36 b 2
35 120 c 3
35 76 d 4
35 6 e 2
36 37 a 1
36 37 b 4
36 40 c 2
36 78 d 0
36 88 e 0
37 38 a 4
37 38 b 2
37 93 c 4
37 33 d 1
37 101 e 0
38 39 a 2
38 39 b 2
38 83 c 4
38 101 d 0
38 90 e 2
39 40 a 3
39 40 b 0
39 75 c 3
39 96 d 1
39 43 e 0
40 41 a 4
40 41 b 2
40 9 c 1
40 125 d 0
40 14 e 2
41 42 a 2
41 42 b 0
41 86 c 4
41 73 d 3
41 126 e 3
42 43 a 0
42 43 b 1
42 127 c 4
42 117 d 1
42 58 e 4
43 44 a 3
43 44 b 0
43 84 c 0
43 87 d 2
43 67 e 1
44 45 a 0
44 45 b 0
44 41 c 4
44 104 d 3
44 97 e 4
45 46 a 0
45 46 b 4
45 88 c 0
45 71 d 2
45 31 e 1
46 47 a 2
46 47 b 2
46 62 c 0
46 53 d 2
46 74 e 1
47 48 a 0
47 48 b 2
47 58 c 2
47 23 d 4
47 118 e 4
48 49 a 0
48 49 b 4
48 49 c 2
48 119 d 2
48 121 e 1
49 50 a 4
49 50 b 4
49 12 c 4
49 3 d 0
49 110 e 1
50 51 a 4
50 51 b 1
50 56 c 1
50 13 d 3
50 51 e 0
51 52 a 0
51 52 b 3
51 37 c 2
51 9 d 2
51 107 e 2
52 53 a 4
52 53 b 3
52 72 c 0
52 18 d 2
52 125 e 0
53 54 a 4
53 54 b 4
53 26 c 4
53 101 d 3
53 19 e 0
54 55 a 2
54 55 b 2
54 22 c 1
54 101 d 4
54 28 e 2
55 56 a 1
55 56 b 2
55 63 c 0
55 21 d 2
55 75 e 1
56 57 a 2
56 57 b 1
56 23 c 1
56 33 d 1
56 22 e 3
57 58 a 4
57 58 b 4
57 41 c 4
57 86 d 2
57 55 e 4
58 59 a 3
58 59 b 3
58 128 c 2
58 37 d 3
58 46 e 2
59 60 a 4
59 60 b 0
59 45 c 4
59 36 d 3
59 61 e 0
60 61 a 1
60 61 b 3
60 70 c 0
60 12 d 1
60 107 e 3
61 62 a 4
61 62 b 0
61 97 c 0
61 60 d 2
61 2 e 4
62 63 a 4
62 63 b 0
62 29 c 1
62 53 d 4
62 17 e 2
63 64 a 1
63 64 b 3
63 26 c 0
63 28 d 1
63 106 e 4
64 65 a 1
64 65 b 2
64 124 c 2
64 59 d 2
64 37 e 1
65 66 a 1
65 66 b 1
65 108 c 3
65 1 d 2
65 27 e 0
66 67 a 1
66 67 b 1
66 22 c 0
66 125 d 0
66 108 e 2
67 68 a 2
67 68 b 4
67 44 c 4
67 103 d 0
67 122 e 1
68 69 a 1
68 69 b 2
68 97 c 4
68 23 d 4
68 107 e 2
69 70 a 2
69 70 b 0
69 111 c 2
69 11 d 3
69 43 e 3
70 71 a 2
70 71 b 2
70 18 c 2
70 101 d 2
70 103 e 4
71 72 a 4
71 72 b 3
71 11 c 3
71 107 d 4
71 20 e 0
72 73 a 0
72 73 b 2
72 30 c 0
72 6 d 0
72 102 e 3
73 74 a 1
73 74 b 1
73 21 c 0
73 68 d 2
73 89 e 1
74 75 a 2
74 75 b 0
74 58 c 4
74 86 d 4
74 44 e 0
75 76 a 1
75 76 b 4
75 96 c 3
75 18 d 2
75 96 e 0
76 77 a 0
76 77 b 4
76 91 c 2
76 113 d 0
76 61 e 1
77 78 a 3
77 78 b 2
77 3 c 3
77 18 d 2
77 78 e 0
78 79 a 0
78 79 b 3
78 54 c 1
78 54 d 0
78 96 e 1
79 80 a 3
79 80 b 1
79 83 c 4
79 66 d 4
79 7 e 1
80 81 a 0
80 81 b 2
80 63 c 4
80 65 d 0
80 25 e 2
81 82 a 4
81 82 b 4
81 100 c 0
81 95 d 0
81 49 e 2
82 83 a 3
82 83 b 1
82 45 c 3
82 111 d 2
82 46 e 3
83 84 a 2
83 84 b 3
83 11 c 2
83 101 d 1
83 49 e 4
84 85 a 0
84 85 b 1
84 115 c 1
84 92 d 1
84 34 e 4
85 86 a 2
85 86 b 2
85 94 c 3
85 18 d 4
85 43 e 0
86 87 a 0
86 87 b 0
86 72 c 3
86 103 d 3
86 60 e 3
87 88 a 3
87 88 b 1
87 49 c 3
87 98 d 3
87 5 e 0
88 89 a 4
88 89 b 1
88 31 c 1
88 44 d 3
88 127 e 2
89 90 a 4
89 90 b 0
89 25 c 1
89 19 d 4
89 100 e 1
90 91 a 4
90 91 b 2
90 46 c 1
90 8 d 1
90 50 e 4
91 92 a 4
91 92 b 1
91 108 c 1
91 33 d 4
91 44 e 2
92 93 a 0
92 93 b 3
92 106 c 4
92 24 d 1
92 89 e 2
93 94 a 3
93 94 b 0
93 62 c 0
93 74 d 4
93 3 e 1
94 95 a 2
94 95 b 0
94 7 c 3
94 56 d 0
94 57 e 2
95 96 a 0
95 96 b 2
95 101 c 1
95 10 d 0
95 78 e 2
96 97 a 2
96 97 b 2
96 124 c 4
96 7 d 0
96 87 e 4
97 98 a 4
97 98 b 1
97 117 c 0
97 31 d 1
97 49 e 4
98 99 a 2
98 99 b 0
98 125 c 0
98 97 d 1
98 121 e 0
99 100 a 4
99 100 b 1
99 68 c 0
99 5 d 0
99 17 e 0
100 101 a 0
100 101 b 3
100 126 c 3
100 99 d 4
100 34 e 3
101 102 a 3
101 102 b 2
101 101 c 2
101 122 d 4
101 21 e 2
102 103 a 2
102 103 b 1
102 54 c 1
102 106 d 3
102 25 e 4
103 104 a 1
103 104 b 1
103 48 c 4
103 122 d 1
103 32 e 1
104 105 a 4
104 105 b 3
104 24 c 4
104 19 d 0
104 97 e 2
105 106 a 1
105 106 b 0
105 55 c 3
105 67 d 2
105 88 e 3
106 107 a 0
106 107 b 2
106 90 c 0
106 59 d 3
106 65 e 3
107 108 a 1
107 108 b 1
107 81 c 1
107 81 d 0
107 33 e 4
108 109 a 4
108 109 b 1
108 113 c 1
108 127 d 1
108 61 e 3
109 110 a 1
109 110 b 3
109 19 c 3
109 98 d 2
109 33 e 3
110 111 a 1
110 111 b 4
110 18 c 3
110 60 d 2
110 27 e 2
111 112 a 0
111 112 b 3
111 80 c 3
111 114 d 4
111 61 e 4
112 113 a 0
112 113 b 1
112 50 c 0
112 15 d 4
112 94 e 3
113 114 a 2
113 114 b 2
113 31 c 0
113 63 d 3
113 25 e 0
114 115 a 4
114 115 b 2
114 6 c 3
114 85 d 4
114 76 e 2
115 116 a 3
115 116 b 3
115 85 c 4
115 69 d 1
115 27 e 3
116 117 a 3
116 117 b 0
116 2 c 1
116 43 d 1
116 107 e 3
117 118 a 1
117 118 b 1
117 6 c 0
117 66 d 4
117 103 e 0
118 119 a 4
118 119 b 1
118 93 c 4
118 110 d 1
118 127 e 1
119 120 a 3
119 120 b 3
119 7 c 1
119 51 d 0
119 100 e 1
120 121 a 2
120 121 b 1
120 10 c 4
120 59 d 2
120 13 e 1
121 122 a 2
121 122 b 2
121 110 c 4
121 84 d 1
121 53 e 1
122 123 a 4
122 123 b 1
122 63 c 3
122 111 d 0
122 90 e 2
123 124 a 1
123 124 b 2
123 15 c 0
123 34 d 4
123 63 e 2
124 125 a 3
124 125 b 4
124 114 c 1
124 39 d 2
124 107 e 3
125 126 a 1
125 126 b 0
125 128 c 3
125 91 d 2
125 40 e 3
126 127 a 4
126 127 b 3
126 86 c 0
126 64 d 3
126 5 e 2
127 128 a 2
127 128 b 4
127 20 c 3
127 123 d 4
127 85 e 2
128 1 a 1
128 1 b 1
128 97 c 1
128 87 d 1
128 46 e 1

73 128 640 5 5 0
1 2 a 1
1 2 b 1
1 99 c 2
1 64 d 0
1 106 e 4
2 3 a 0
2 3 b 1
2 71 c 1
2 73 d 0
2 41 e 2
3 4 a 4
3 4 b 2
3 63 c 3
3 39 d 3
3 77 e 3
4 5 a 3
4 5 b 4
4 127 c 3
4 51 d 0
4 125 e 4
5 6 a 0
5 6 b 4
5 63 c 2
5 108 d 1
5 35 e 4
6 7 a 4
6 7 b 4
6 61 c 0
6 115 d 0
6 110 e 4
7 8 a 3
7 8 b 2
7 56 c 4
7 13 d 3
7 80 e 4
8 9 a 1
8 9 b 0
8 117 c 2
8 36 d 2
8 1 e 4
9 10 a 4
9 10 b 2
9 62 c 2
9 70 d 4
9 122 e 2
10 11 a 3
10 11 b 1
10 94 c 0
10 36 d 4
10 123 e 3
11 12 a 3
11 12 b 2
11 38 c 3
11 20 d 1
11 6 e 2
12 13 a 0
12 13 b 4
12 107 c 3
12 16 d 3
12 97 e 1
13 14 a 1
13 14 b 4
13 6 c 2
13 53 d 4
13 24 e 3
14 15 a 0
14 15 b 2
14 82 c 0
14 69 d 4
14 121 e 2
15 16 a 0
15 16 b 2
15 50 c 4
15 38 d 3
15 22 e 0
16 17 a 1
16 17 b 2
16 8 c 4
16 97 d 3
16 70 e 2
17 18 a 0
17 18 b 2
17 63 c 2
17 35 d 3
17 37 e 1
18 19 a 1
18 19 b 1
18 66 c 0
18 63 d 4
18 15 e 0
19 20 a 2
19 20 b 0
19 3 c 2
19 42 d 4
19 41 e 4
20 21 a 2
20 21 b 0
20 117 c 0
20 125 d 0
20 88 e 4
21 22 a 4
21 22 b 3
21 18 c 1
21 119 d 2
21 72 e 4
22 23 a 1
22 23 b 3
22 86 c 4
22 120 d 0
22 102 e 1
23 24 a 3
23 24 b 0
23 66 c 4
23 7 d 0
23 102 e 4
24 25 a 1
24 25 b 4
24 90 c 4
24 78 d 2
24 62 e 3
25 26 a 0
25 26 b 0
25 38 c 0
25 25 d 0
25 41 e 0
26 27 a 1
26 27 b 0
26 53 c 4
26 90 d 4
26 37 e 4
27 28 a 4
27 28 b 4
27 22 c 2
27 39 d 1
27 118 e 2
28 29 a 1
28 29 b 0
28 93 c 1
28 58 d 3
28 33 e 1
29 30 a 3
29 30 b 1
29 37 c 1
29 112 d 4
29 113 e 4
30 31 a 2
30 31 b 0
30 8 c 1
30 76 d 4
30 117 e 1
31 32 a 3
31 32 b 2
31 40 c 1
31 113 d 4
31 128 e 1
32 33 a 1
32 33 b 0
32 41 c 3
32 43 d 0
32 40 e 4
33 34 a 0
33 34 b 4
33 52 c 2
33 102 d 2
33 72 e 4
34 35 a 2
34 35 b 1
34 118 c 0
34 53 d 4
34 126 e 0
35 36 a 0
35 36 b 3
35 31 c 1
35 77 d 4
35 45 e 2
36 37 a 2
36 37 b 0
36 100 c 2
36 8 d 0
36 124 e 1
37 38 a 2
37 38 b 0
37 125 c 0
37 98 d 0
37 85 e 4
38 39 a 1
38 39 b 0
38 40 c 3
38 127 d 2
38 103 e 3
39 40 a 3
39 40 b 3
39 36 c 3
39 35 d 0
39 37 e 1
40 41 a 0
40 41 b 1
40 55 c 1
40 57 d 3
40 68 e 1
41 42 a 1
41 42 b 2
41 40 c 2
41 77 d 0
41 65 e 0
42 43 a 0
42 43 b 3
42 69 c 3
42 17 d 0
42 89 e 0
43 44 a 2
43 44 b 3
43 95 c 2
43 91 d 2
43 15 e 3
44 45 a 1
44 45 b 0
44 73 c 4
44 37 d 2
44 41 e 3
45 46 a 1
45 46 b 2
45 93 c 4
45 13 d 3
45 51 e 1
46 47 a 3
46 47 b 4
46 118 c 2
46 83 d 2
46 123 e 3
47 48 a 0
47 48 b 1
47 119 c 3
47 94 d 1
47 19 e 2
48 49 a 2
48 49 b 2
48 67 c 0
48 54 d 0
48 83 e 2
49 50 a 1
49 50 b 3
49 67 c 4
49 11 d 2
49 84 e 1
50 51 a 3
50 51 b 0
50 99 c 4
50 45 d 1
50 118 e 3
51 52 a 2
51 52 b 0
51 21 c 3
51 18 d 1
51 91 e 1
52 53 a 2
52 53 b 3
52 76 c 3
52 83 d 4
52 105 e 3
53 54 a 0
53 54 b 2
53 2 c 1
53 47 d 1
53 76 e 2
54 55 a 0
54 55 b 4
54 51 c 4
54 7 d 2
54 113 e 1
55 56 a 4
55 56 b 3
55 96 c 2
55 96 d 1
55 12 e 3
56 57 a 0
56 57 b 0
56 13 c 0
56 100 d 0
56 20 e 2
57 58 a 0
57 58 b 2
57 67 c 4
57 98 d 3
57 66 e 2
58 59 a 3
58 59 b 3
58 15 c 0
58 73 d 4
58 21 e 2
59 60 a 0
59 60 b 0
59 1 c 0
59 48 d 4
59 81 e 4
60 61 a 3
60 61 b 0
60 45 c 1
60 82 d 0
60 123 e 0
61 62 a 1
61 62 b 1
61 46 c 0
61 10 d 1
61 94 e 3
62 63 a 4
62 63 b 2
62 30 c 2
62 91 d 2
62 10 e 1
63 64 a 2
63 64 b 1
63 31 c 2
63 107 d 4
63 80 e 2
64 65 a 2
64 65 b 1
64 85 c 4
64 3 d 0
64 71 e 0
65 66 a 2
65 66 b 3
65 106 c 0
65 16 d 1
65 74 e 0
66 67 a 2
66 67 b 2
66 9 c 2
66 37 d 4
66 119 e 3
67 68 a 3
67 68 b 1
67 99 c 0
67 119 d 1
67 49 e 3
68 69 a 2
68 69 b 1
68 45 c 0
68 96 d 4
68 31 e 2
69 70 a 2
69 70 b 1
69 32 c 1
69 93 d 1
69 43 e 2
70 71 a 3
70 71 b 3
70 119 c 0
70 16 d 4
70 4 e 2
71 72 a 1
71 72 b 2
71 116 c 4
71 62 d 1
71 29 e 3
72 73 a 4
72 73 b 4
72 92 c 4
72 81 d 3
72 44 e 4
73 74 a 4
73 74 b 1
73 119 c 4
73 88 d 4
73 44 e 4
74 75 a 3
74 75 b 1
74 17 c 3
74 2 d 0
74 91 e 3
75 76 a 4
75 76 b 4
75 124 c 4
75 39 d 1
75 60 e 2
76 77 a 3
76 77 b 0
76 11 c 4
76 63 d 4
76 21 e 0
77 78 a 2
77 78 b 0
77 24 c 1
77 104 d 0
77 114 e 1
78 79 a 2
78 79 b 0
78 127 c 1
78 100 d 2
78 33 e 4
79 80 a 2
79 80 b 0
79 32 c 0
79 25 d 2
79 53 e 0
80 81 a 3
80 81 b 4
80 97 c 0
80 16 d 3
80 3 e 1
81 82 a 3
81 82 b 0
81 42 c 3
81 119 d 1
81 40 e 2
82 83 a 4
82 83 b 4
82 104 c 4
82 31 d 3
82 1 e 1
83 84 a 2
83 84 b 4
83 10 c 1
83 126 d 1
83 49 e 0
84 85 a 4
84 85 b 3
84 7 c 0
84 46 d 2
84 30 e 0
85 86 a 2
85 86 b 2
85 86 c 0
85 108 d 0
85 116 e 4
86 87 a 2
86 87 b 1
86 116 c 0
86 25 d 2
86 33 e 4
87 88 a 0
87 88 b 2
87 98 c 0
87 61 d 2
87 87 e 4
88 89 a 2
88 89 b 4
88 36 c 1
88 127 d 3
88 13 e 1
89 90 a 2
89 90 b 0
89 68 c 3
89 46 d 1
89 126 e 4
90 91 a 2
90 91 b 1
90 76 c 2
90 60 d 3
90 41 e 3
91 92 a 2
91 92 b 4
91 79 c 3
91 62 d 0
91 80 e 4
92 93 a 2
92 93 b 3
92 97 c 4
92 109 d 3
92 121 e 1
93 94 a 0
93 94 b 1
93 27 c 0
93 39 d 2
93 111 e 2
94 95 a 0
94 95 b 4
94 24 c 1
94 111 d 2
94 66 e 4
95 96 a 4
95 96 b 3
95 122 c 1
95 105 d 0
95 67 e 3
96 97 a 4
96 97 b 0
96 102 c 3
96 95 d 1
96 9 e 2
97 98 a 3
97 98 b 2
97 3 c 2
97 62 d 3
97 111 e 0
98 99 a 4
98 99 b 2
98 127 c 1
98 25 d 0
98 20 e 3
99 100 a 1
99 100 b 2
99 11 c 1
99 38 d 1
99 89 e 2
100 101 a 2
100 101 b 0
100 90 c 0
100 60 d 3
100 102 e 1
101 102 a 4
101 102 b 2
101 38 c 4
101 91 d 2
101 37 e 1
102 103 a 3
102 103 b 0
102 42 c 0
102 36 d 0
102 70 e 1
103 104 a 4
103 104 b 1
103 41 c 0
103 93 d 3
103 57 e 1
104 105 a 2
104 105 b 0
104 102 c 0
104 110 d 0
104 55 e 2
105 106 a 1
105 106 b 1
105 41 c 3
105 102 d 1
105 58 e 0
106 107 a 0
106 107 b 1
106 65 c 3
106 119 d 2
106 128 e 4
107 108 a 0
107 108 b 4
107 124 c 0
107 118 d 0
107 13 e 3
108 109 a 3
108 109 b 2
108 49 c 0
108 92 d 3
108 37 e 1
109 110 a 2
109 110 b 1
109 55 c 2
109 72 d 1
109 86 e 1
110 111 a 2
110 111 b 0
110 107 c 0
110 122 d 0
110 108 e 2
111 112 a 0
111 112 b 0
111 45 c 2
111 89 d 2
111 122 e 2
112 113 a 1
112 113 b 2
112 100 c 0
112 110 d 4
112 88 e 3
113 114 a 2
113 114 b 4
113 118 c 0
113 103 d 3
113 31 e 0
114 115 a 2
114 115 b 0
114 80 c 4
114 21 d 1
114 47 e 1
115 116 a 1
115 116 b 4
115 100 c 2
115 110 d 1
115 42 e 4
116 117 a 1
116 117 b 4
116 38 c 4
116 12 d 3
116 119 e 4
117 118 a 4
117 118 b 1
117 14 c 3
117 44 d 1
117 64 e 0
118 119 a 1
118 119 b 3
118 25 c 1
118 48 d 2
118 116 e 0
119 120 a 3
119 120 b 2
119 72 c 3
119 30 d 3
119 69 e 2
120 121 a 1
120 121 b 2
120 32 c 4
120 30 d 4
120 43 e 4
121 122 a 1
121 122 b 4
121 40 c 4
121 127 d 4
121 95 e 3
122 123 a 4
122 123 b 2
122 110 c 1
122 51 d 2
122 97 e 3
123 124 a 0
123 124 b 2
123 2 c 2
123 79 d 0
123 114 e 2
124 125 a 3
124 125 b 3
124 121 c 0
124 12 d 0
124 27 e 0
125 126 a 1
125 126 b 2
125 108 c 0
125 73 d 4
125 37 e 1
126 127 a 0
126 127 b 1
126 118 c 2
126 6 d 1
126 30 e 3
127 128 a 2
127 128 b 0
127 58 c 0
127 106 d 3
127 90 e 0
128 1 a 0
128 1 b 4
128 90 c 1
128 62 d 1
128 112 e 1

74 128 640 5 5 0
1 2 a 1
1 2 b 1
1 1 c 4
1 112 d 1
1 57 e 0
2 3 a 3
2 3 b 2
2 90 c 0
2 18 d 2
2 84 e 1
3 4 a 2
3 4 b 2
3 23 c 2
3 88 d 2
3 37 e 3
4 5 a 2
4 5 b 0
4 107 c 0
4 29 d 0
4 81 e 1
5 6 a 3
5 6 b 0
5 16 c 3
5 94 d 4
5 67 e 1
6 7 a 3
6 7 b 4
6 66 c 4
6 61 d 1
6 43 e 3
7 8 a 1
7 8 b 4
7 65 c 3
7 127 d 0
7 122 e 1
8 9 a 2
8 9 b 4
8 83 c 1
8 15 d 2
8 103 e 2
9 10 a 1
9 10 b 1
9 64 c 4
9 121 d 2
9 109 e 2
10 11 a 3
10 11 b 4
10 84 c 2
10 112 d 0
10 74 e 3
11 12 a 3
11 12 b 1
11 97 c 1
11 73 d 4
11 1 e 2
12 13 a 1
12 13 b 3
12 59 c 3
12 125 d 1
12 89 e 1
13 14 a 2
13 14 b 2
13 58 c 4
13 43 d 4
13 93 e 3
14 15 a 1
14 15 b 3
14 59 c 0
14 20 d 2
14 90 e 0
15 16 a 3
15 16 b 3
15 31 c 0
15 29 d 3
15 100 e 0
16 17 a 1
16 17 b 2
16 74 c 1
16 80 d 2
16 80 e 4
17 18 a 1
17 18 b 1
17 37 c 1
17 91 d 4
17 59 e 3
18 19 a 3
18 19 b 0
18 29 c 2
18 15 d 4
18 2 e 2
19 20 a 1
19 20 b 4
19 34 c 3
19 98 d 2
19 72 e 4
20 21 a 2
20 21 b 2
20 41 c 2
20 110 d 4
20 116 e 1
21 22 a 1
21 22 b 0
21 42 c 1
21 113 d 2
21 48 e 3
22 23 a 4
22 23 b 3
22 35 c 0
22 75 d 2
22 107 e 2
23 24 a 3
23 24 b 0
23 19 c 4
23 2 d 0
23 87 e 4
24 25 a 0
24 25 b 4
24 127 c 0
24 65 d 4
24 108 e 4
25 26 a 3
25 26 b 4
25 113 c 3
25 84 d 1
25 100 e 2
26 27 a 1
26 27 b 3
26 116 c 2
26 46 d 0
26 60 e 1
27 28 a 0
27 28 b 3
27 25 c 0
27 100 d 1
27 57 e 2
28 29 a 3
28 29 b 4
28 117 c 4
28 48 d 0
28 97 e 0
29 30 a 3
29 30 b 0
29 33 c 2
29 110 d 3
29 126 e 0
30 31 a 2
30 31 b 2
30 57 c 3
30 34 d 1
30 30 e 0
31 32 a 3
31 32 b 4
31 93 c 1
31 112 d 4
31 22 e 4
32 33 a 4
32 33 b 2
32 51 c 4
32 34 d 0
32 122 e 3
33 34 a 3
33 34 b 1
33 98 c 4
33 38 d 3
33 38 e 1
34 35 a 1
34 35 b 4
34 25 c 2
34 14 d 2
34 57 e 1
35 36 a 1
35 36 b 2
35 6 c 2
35 14 d 1
35 21 e 3
36 37 a 3
36 37 b 3
36 96 c 0
36 1 d 2
36 96 e 1
37 38 a 1
37 38 b 0
37 94 c 0
37 100 d 3
37 6 e 2
38 39 a 3
38 39 b 4
38 61 c 0
38 89 d 3
38 52 e 1
39 40 a 4
39 40 b 2
39 61 c 3
39 38 d 1
39 94 e 4
40 41 a 0
40 41 b 4
40 36 c 0
40 52 d 2
40 58 e 1
41 42 a 4
41 42 b 0
41 58 c 0
41 16 d 2
41 67 e 1
42 43 a 2
42 43 b 4
42 76 c 0
42 109 d 4
42 56 e 3
43 44 a 3
43 44 b 0
43 42 c 3
43 32 d 3
43 26 e 2
44 45 a 4
44 45 b 4
44 41 c 1
44 35 d 2
44 49 e 2
45 46 a 1
45 46 b 4
45 33 c 1
45 19 d 4
45 8 e 4
46 47 a 1
46 47 b 2
46 111 c 4
46 49 d 1
46 108 e 1
47 48 a 0
47 48 b 0
47 116 c 3
47 100 d 1
47 113 e 4
48 49 a 2
48 49 b 3
48 20 c 1
48 54 d 4
48 109 e 4
49 50 a 2
49 50 b 2
49 57 c 1
49 83 d 3
49 123 e 3
50 51 a 3
50 51 b 2
50 78 c 4
50 13 d 0
50 121 e 4
51 52 a 4
51 52 b 2
51 68 c 4
51 91 d 1
51 10 e 0
52 53 a 4
52 53 b 2
52 16 c 1
52 85 d 3
52 21 e 2
53 54 a 2
53 54 b 0
53 42 c 2
53 57 d 3
53 68 e 3
54 55 a 1
54 55 b 0
54 16 c 3
54 105 d 1
54 6 e 2
55 56 a 3
55 56 b 4
55 65 c 4
55 107 d 4
55 14 e 1
56 57 a 0
56 57 b 3
56 67 c 0
56 104 d 0
56 82 e 2
57 58 a 4
57 58 b 2
57 29 c 3
57 45 d 1
57 12 e 2
58 59 a 0
58 59 b 0
58 93 c 1
58 45 d 1
58 60 e 2
59 60 a 0
59 60 b 1
59 20 c 3
59 125 d 1
59 36 e 2
60 61 a 0
60 61 b 3
60 85 c 4
60 87 d 0
60 75 e 0
61 62 a 2
61 62 b 3
61 58 c 0
61 24 d 3
61 123 e 3
62 63 a 1
62 63 b 1
62 95 c 0
62 66 d 2
62 67 e 4
63 64 a 2
63 64 b 4
63 100 c 2
63 122 d 1
63 117 e 1
64 65 a 2
64 65 b 3
64 111 c 4
64 10 d 3
64 41 e 4
65 66 a 1
65 66 b 3
65 40 c 2
65 96 d 2
65 56 e 0
66 67 a 2
66 67 b 1
66 59 c 0
66 14 d 3
66 66 e 2
67 68 a 3
67 68 b 1
67 90 c 2
67 72 d 0
67 41 e 3
68 69 a 2
68 69 b 3
68 57 c 1
68 105 d 1
68 19 e 4
69 70 a 3
69 70 b 1
69 16 c 0
69 111 d 4
69 108 e 3
70 71 a 1
70 71 b 0
70 28 c 2
70 122 d 4
70 97 e 0
71 72 a 3
71 72 b 3
71 30 c 4
71 81 d 0
71 103 e 1
72 73 a 2
72 73 b 2
72 90 c 0
72 93 d 0
72 50 e 0
73 74 a 2
73 74 b 2
73 25 c 0
73 43 d 0
73 62 e 3
74 75 a 3
74 75 b 1
74 40 c 4
74 110 d 0
74 74 e 0
75 76 a 0
75 76 b 3
75 87 c 3
75 123 d 2
75 87 e 4
76 77 a 1
76 77 b 0
76 123 c 4
76 76 d 2
76 45 e 4
77 78 a 0
77 78 b 2
77 108 c 3
77 126 d 1
77 87 e 0
78 79 a 3
78 79 b 3
78 7 c 0
78 83 d 1
78 34 e 3
79 80 a 3
79 80 b 0
79 45 c 3
79 48 d 1
79 34 e 0
80 81 a 1
80 81 b 2
80 67 c 2
80 32 d 3
80 45 e 0
81 82 a 2
81 82 b 4
81 48 c 3
81 79 d 0
81 94 e 2
82 83 a 4
82 83 b 2
82 98 c 4
82 15 d 0
82 20 e 2
83 84 a 2
83 84 b 0
83 74 c 2
83 87 d 1
83 112 e 2
84 85 a 4
84 85 b 3
84 91 c 2
84 63 d 3
84 90 e 0
85 86 a 3
85 86 b 2
85 14 c 4
85 5 d 0
85 124 e 2
86 87 a 2
86 87 b 4
86 97 c 3
86 12 d 1
86 69 e 2
87 88 a 1
87 88 b 0
87 83 c 4
87 88 d 4
87 104 e 1
88 89 a 2
88 89 b 4
88 106 c 3
88 19 d 3
88 91 e 4
89 90 a 1
89 90 b 2
89 46 c 3
89 10 d 1
89 89 e 4
90 91 a 1
90 91 b 0
90 43 c 0
90 48 d 4
90 96 e 1
91 92 a 1
91 92 b 0
91 115 c 3
91 27 d 4
91 51 e 3
92 93 a 3
92 93 b 4
92 25 c 0
92 2 d 3
92 89 e 3
93 94 a 1
93 94 b 0
93 55 c 3
93 69 d 3
93 28 e 4
94 95 a 4
94 95 b 0
94 105 c 4
94 101 d 1
94 11 e 0
95 96 a 0
95 96 b 2
95 80 c 0
95 7 d 0
95 120 e 2
96 97 a 0
96 97 b 1
96 16 c 2
96 118 d 0
96 123 e 2
97 98 a 1
97 98 b 1
97 82 c 4
97 30 d 1
97 110 e 1
98 99 a 0
98 99 b 0
98 66 c 0
98 18 d 1
98 110 e 2
99 100 a 4
99 100 b 0
99 18 c 0
99 6 d 1
99 96 e 3
100 101 a 2
100 101 b 2
100 118 c 2
100 86 d 1
100 106 e 3
101 102 a 3
101 102 b 1
101 38 c 1
101 125 d 0
101 118 e 0
102 103 a 0
102 103 b 4
102 95 c 3
102 31 d 3
102 51 e 0
103 104 a 1
103 104 b 0
103 98 c 0
103 128 d 0
103 19 e 4
104 105 a 4
104 105 b 4
104 115 c 4
104 10 d 4
104 77 e 2
105 106 a 0
105 106 b 2
105 92 c 4
105 74 d 2
105 93 e 1
106 107 a 1
106 107 b 2
106 103 c 4
106 115 d 0
106 127 e 4
107 108 a 3
107 108 b 4
107 104 c 2
107 91 d 4
107 56 e 1
108 109 a 4
108 109 b 0
108 49 c 0
108 121 d 1
108 77 e 4
109 110 a 4
109 110 b 3
109 27 c 3
109 109 d 3
109 74 e 0
110 111 a 1
110 111 b 2
110 3 c 1
110 120 d 3
110 125 e 3
111 112 a 0
111 112 b 3
111 75 c 0
111 128 d 1
111 120 e 2
112 113 a 4
112 113 b 3
112 85 c 3
112 13 d 2
112 18 e 0
113 114 a 3
113 114 b 4
113 12 c 2
113 79 d 2
113 102 e 3
114 115 a 0
114 115 b 1
114 91 c 0
114 21 d 2
114 82 e 1
115 116 a 3
115 116 b 2
115 51 c 2
115 87 d 3
115 122 e 1
116 117 a 3
116 117 b 3
116 10 c 4
116 45 d 2
116 67 e 1
117 118 a 3
117 118 b 4
117 86 c 0
117 86 d 4
117 88 e 1
118 119 a 0
118 119 b 0
118 22 c 2
118 50 d 1
118 41 e 1
119 120 a 2
119 120 b 0
119 74 c 3
119 72 d 3
119 103 e 3
120 121 a 1
120 121 b 2
120 118 c 1
120 65 d 0
120 9 e 3
121 122 a 2
121 122 b 1
121 34 c 2
121 107 d 3
121 73 e 4
122 123 a 1
